isolabel_ext,neighbor_perc,neighbor_isolabel
BR-SP-Lins,15,BR-SP-Sabino
BR-SP-Lins,11,BR-SP-Guaimbe
BR-SP-Lins,5,BR-SP-Getulina
BR-SP-Lorena,36,BR-SP-Guaratingueta
BR-SP-Lorena,18,BR-SP-Canas
BR-SP-Lorena,17,BR-SP-CachoeiraPaulista
BR-SP-Lorena,12,BR-SP-Cunha
BR-SP-Lorena,12,BR-SP-Piquete
BR-SP-Lorena,5,BR-SP-Silveiras
BR-SP-Lourdes,31,BR-SP-Buritama
BR-SP-Lourdes,27,BR-SP-SantoAntonioAracangua
BR-SP-Lourdes,22,BR-SP-NovaLuzitania
BR-SP-Lourdes,20,BR-SP-Turiuba
BR-SP-Louveira,44,BR-SP-Jundiai
BR-SP-Louveira,37,BR-SP-Vinhedo
BR-SP-Louveira,18,BR-SP-Itatiba
BR-SP-Louveira,1,BR-SP-Itupeva
BR-SP-Lucelia,38,BR-SP-Adamantina
BR-SP-Lucelia,17,BR-SP-InubiaPaulista
BR-SP-Lucelia,15,BR-SP-Salmourao
BR-SP-Lucelia,11,BR-SP-Pracinha
BR-SP-Lucelia,7,BR-SP-Mariapolis
BR-SP-Lucelia,6,BR-SP-Rubiacea
BR-SP-Lucelia,5,BR-SP-BentoAbreu
BR-SP-Lucelia,1,BR-SP-Valparaiso
BR-SP-Lucianopolis,26,BR-SP-Duartina
BR-SP-Lucianopolis,22,BR-SP-Ubirajara
BR-SP-Lucianopolis,20,BR-SP-Fernao
BR-SP-Lucianopolis,20,BR-SP-SantaCruzRioPardo
BR-SP-Lucianopolis,9,BR-SP-Galia
BR-SP-Lucianopolis,4,BR-SP-CabraliaPaulista
BR-SP-LuisAntonio,27,BR-SP-SaoCarlos
BR-SP-LuisAntonio,22,BR-SP-SaoSimao
BR-SP-LuisAntonio,16,BR-SP-Guatapara
BR-SP-LuisAntonio,12,BR-SP-Rincao
BR-SP-LuisAntonio,12,BR-SP-SantaRitaPassaQuatro
BR-SP-LuisAntonio,10,BR-SP-Cravinhos
BR-SP-LuisAntonio,1,BR-SP-Descalvado
BR-SP-Luiziania,37,BR-SP-ArcoIris
BR-SP-Luiziania,20,BR-SP-Brauna
BR-SP-Luiziania,14,BR-SP-AltoAlegre
BR-SP-Luiziania,8,BR-SP-Queiroz
BR-SP-Luiziania,7,BR-SP-Clementina
BR-SP-Luiziania,7,BR-SP-Getulina
BR-SP-Luiziania,7,BR-SP-SantopolisAguapei
BR-SP-Lupercio,33,BR-SP-Alvinlandia
BR-SP-Lupercio,29,BR-SP-Ocaucu
BR-SP-Lupercio,25,BR-SP-Garca
BR-SP-Lupercio,13,BR-SP-SaoPedroTurvo
BR-SP-Lutecia,24,BR-SP-OscarBressane
BR-SP-Lutecia,18,BR-SP-ParaguacuPaulista
BR-SP-Lutecia,15,BR-SP-Bora
BR-SP-Lutecia,15,BR-SP-Echapora
BR-SP-Lutecia,12,BR-SP-Quintana
BR-SP-Lutecia,10,BR-SP-Assis
BR-SP-Lutecia,6,BR-SP-Pompeia
BR-SP-Macatuba,28,BR-SP-LencoisPaulista
BR-SP-Macatuba,28,BR-SP-Pederneiras
BR-SP-Macatuba,19,BR-SP-Jau
BR-SP-Macatuba,12,BR-SP-IgaracuTiete
BR-SP-Macatuba,8,BR-SP-Areiopolis
BR-SP-Macatuba,5,BR-SP-BarraBonita
BR-SP-Macaubal,25,BR-SP-Nhandeara
BR-SP-Macaubal,20,BR-SP-Moncoes
BR-SP-Macaubal,19,BR-SP-MonteAprazivel
BR-SP-Macaubal,16,BR-SP-Planalto
BR-SP-Macaubal,10,BR-SP-Turiuba
BR-SP-Macaubal,10,BR-SP-UniaoPaulista
BR-SP-Macaubal,0,BR-SP-Poloni
BR-SP-Macedonia,27,BR-SP-Pedranopolis
BR-SP-Macedonia,20,BR-SP-Fernandopolis
BR-SP-Macedonia,18,BR-SP-Indiapora
BR-SP-Macedonia,14,BR-SP-Cardoso
BR-SP-Macedonia,12,BR-SP-MiraEstrela
BR-SP-Macedonia,9,BR-SP-GuaraniOeste
BR-SP-Magda,29,BR-SP-Floreal
BR-SP-Magda,17,BR-SP-GeneralSalgado
BR-SP-Magda,16,BR-SP-Meridiano
BR-SP-Magda,15,BR-SP-SaoJoaoIracema
BR-SP-Magda,10,BR-SP-ValentimGentil
BR-SP-Magda,7,BR-SP-NovaCastilho
BR-SP-Magda,4,BR-SP-Votuporanga
BR-SP-Magda,2,BR-SP-GastaoVidigal
BR-SP-Mairinque,32,BR-SP-Aluminio
BR-SP-Mairinque,31,BR-SP-SaoRoque
BR-SP-Mairinque,23,BR-SP-Itu
BR-SP-Mairinque,10,BR-SP-Ibiuna
BR-SP-Mairinque,4,BR-SP-Sorocaba
BR-SP-Mairipora,20,BR-SP-Guarulhos
BR-SP-Mairipora,20,BR-SP-SaoPaulo
BR-SP-Mairipora,18,BR-SP-Atibaia
BR-SP-Mairipora,18,BR-SP-NazarePaulista
BR-SP-Mairipora,16,BR-SP-FrancoRocha
BR-SP-Mairipora,8,BR-SP-Caieiras
BR-SP-Manduri,34,BR-SP-Piraju
BR-SP-Manduri,25,BR-SP-Oleo
BR-SP-Manduri,21,BR-SP-CerqueiraCesar
BR-SP-Manduri,20,BR-SP-AguasSantaBarbara
BR-SP-MarabaPaulista,27,BR-SP-MiranteParanapanema
BR-SP-MarabaPaulista,27,BR-SP-PresidenteEpitacio
BR-SP-MarabaPaulista,17,BR-SP-Caiua
BR-SP-MarabaPaulista,11,BR-SP-PresidenteVenceslau
BR-SP-MarabaPaulista,9,BR-SP-SantoAnastacio
BR-SP-MarabaPaulista,5,BR-SP-Piquerobi
BR-SP-MarabaPaulista,5,BR-SP-TeodoroSampaio
BR-SP-Maracai,31,BR-SP-ParaguacuPaulista
BR-SP-Maracai,19,BR-SP-Cruzalia
BR-SP-Maracai,14,BR-SP-Iepe
BR-SP-Maracai,14,BR-SP-Rancharia
BR-SP-Maracai,8,BR-SP-Assis
BR-SP-Maracai,6,BR-SP-PedrinhasPaulista
BR-SP-Maracai,6,BR-SP-Taruma
BR-SP-Maracai,4,BR-PR-Sertaneja
BR-SP-Marapoama,42,BR-SP-Itajobi
BR-SP-Marapoama,34,BR-SP-Urupes
BR-SP-Marapoama,14,BR-SP-Elisiario
BR-SP-Marapoama,8,BR-SP-Catanduva
BR-SP-Marapoama,2,BR-SP-NovoHorizonte
BR-SP-Mariapolis,24,BR-SP-Adamantina
BR-SP-Mariapolis,21,BR-SP-PresidentePrudente
BR-SP-Mariapolis,15,BR-SP-Caiabu
BR-SP-Mariapolis,14,BR-SP-Lucelia
BR-SP-Mariapolis,13,BR-SP-FloridaPaulista
BR-SP-Mariapolis,9,BR-SP-Pracinha
BR-SP-Mariapolis,4,BR-SP-Martinopolis
BR-SP-Marilia,18,BR-SP-Oriente
BR-SP-Marilia,17,BR-SP-Ocaucu
BR-SP-Marilia,16,BR-SP-Echapora
BR-SP-Marilia,15,BR-SP-VeraCruz
BR-SP-Marilia,9,BR-SP-Pompeia
BR-SP-Marilia,8,BR-SP-Getulina
BR-SP-Marilia,7,BR-SP-JulioMesquita
BR-SP-Marilia,5,BR-SP-AlvaroCarvalho
BR-SP-Marilia,4,BR-SP-Guaimbe
BR-SP-Marilia,1,BR-SP-CamposNovosPaulista
BR-SP-Marinopolis,42,BR-SP-PalmeiraOeste
BR-SP-Marinopolis,37,BR-SP-AparecidaOeste
BR-SP-Marinopolis,21,BR-SP-SudMennucci
BR-SP-Martinopolis,32,BR-SP-Rancharia
BR-SP-Martinopolis,15,BR-SP-Taciba
BR-SP-Martinopolis,11,BR-SP-Caiabu
BR-SP-Martinopolis,9,BR-SP-Indiana
BR-SP-Martinopolis,9,BR-SP-Nantes
BR-SP-Martinopolis,9,BR-SP-RegenteFeijo
BR-SP-Martinopolis,6,BR-SP-Sagres
BR-SP-Martinopolis,4,BR-SP-Pracinha
BR-SP-Martinopolis,2,BR-SP-Parapua
BR-SP-Martinopolis,1,BR-SP-Mariapolis
BR-SP-Matao,23,BR-SP-Dobrada
BR-SP-Matao,18,BR-SP-Araraquara
BR-SP-Matao,18,BR-SP-Taquaritinga
BR-SP-Matao,16,BR-SP-Tabatinga
BR-SP-Matao,11,BR-SP-GaviaoPeixoto
BR-SP-Matao,10,BR-SP-Itapolis
BR-SP-Matao,4,BR-SP-NovaEuropa
BR-SP-Matao,1,BR-SP-Motuca
BR-SP-Maua,39,BR-SP-RibeiraoPires
BR-SP-Maua,31,BR-SP-SantoAndre
BR-SP-Maua,28,BR-SP-SaoPaulo
BR-SP-Maua,3,BR-SP-FerrazVasconcelos
BR-SP-Mendonca,27,BR-SP-Adolfo
BR-SP-Mendonca,20,BR-SP-NovaAlianca
BR-SP-Mendonca,14,BR-SP-Irapua
BR-SP-Mendonca,13,BR-SP-Sales
BR-SP-Mendonca,9,BR-SP-JoseBonifacio
BR-SP-Mendonca,8,BR-SP-Potirendaba
BR-SP-Mendonca,8,BR-SP-Ubarana
BR-SP-Meridiano,36,BR-SP-Fernandopolis
BR-SP-Meridiano,32,BR-SP-ValentimGentil
BR-SP-Meridiano,18,BR-SP-Magda
BR-SP-Meridiano,8,BR-SP-Pedranopolis
BR-SP-Meridiano,6,BR-SP-SaoJoaoIracema
BR-SP-Mesopolis,34,BR-SP-Populina
BR-SP-Mesopolis,28,BR-SP-Paranapua
BR-SP-Mesopolis,22,BR-SP-SantaAlbertina
BR-SP-Mesopolis,17,BR-MG-Carneirinho
BR-SP-Miguelopolis,33,BR-SP-Guaira
BR-SP-Miguelopolis,19,BR-MG-ConceicaoAlagoas
BR-SP-Miguelopolis,16,BR-MG-AguaComprida
BR-SP-Miguelopolis,15,BR-SP-Ituverava
BR-SP-Miguelopolis,10,BR-SP-Ipua
BR-SP-Miguelopolis,6,BR-MG-Uberaba
BR-SP-Miguelopolis,2,BR-SP-Aramina
BR-SP-MineirosTiete,49,BR-SP-DoisCorregos
BR-SP-MineirosTiete,22,BR-SP-BarraBonita
BR-SP-MineirosTiete,18,BR-SP-Jau
BR-SP-MineirosTiete,12,BR-SP-SaoManuel
BR-SP-Miracatu,32,BR-SP-PedroToledo
BR-SP-Miracatu,24,BR-SP-Juquia
BR-SP-Miracatu,16,BR-SP-Iguape
BR-SP-Miracatu,14,BR-SP-Ibiuna
BR-SP-Miracatu,10,BR-SP-Tapirai
BR-SP-Miracatu,4,BR-SP-Juquitiba
BR-SP-MiraEstrela,31,BR-SP-Cardoso
BR-SP-MiraEstrela,24,BR-SP-Indiapora
BR-SP-MiraEstrela,20,BR-SP-Macedonia
BR-SP-MiraEstrela,13,BR-MG-SaoFranciscoSales
BR-SP-MiraEstrela,12,BR-MG-Iturama
BR-SP-Mirandopolis,38,BR-SP-Lavinia
BR-SP-Mirandopolis,36,BR-SP-Guaracai
BR-SP-Mirandopolis,17,BR-SP-PereiraBarreto
BR-SP-Mirandopolis,5,BR-SP-Pacaembu
BR-SP-Mirandopolis,4,BR-SP-Irapuru
BR-SP-MiranteParanapanema,27,BR-SP-MarabaPaulista
BR-SP-MiranteParanapanema,22,BR-SP-Sandovalina
BR-SP-MiranteParanapanema,18,BR-SP-TeodoroSampaio
BR-SP-MiranteParanapanema,16,BR-SP-PresidenteBernardes
BR-SP-MiranteParanapanema,11,BR-SP-SantoAnastacio
BR-SP-MiranteParanapanema,7,BR-PR-JardimOlinda
BR-SP-Mirassol,27,BR-SP-SaoJoseRioPreto
BR-SP-Mirassol,22,BR-SP-Jaci
BR-SP-Mirassol,18,BR-SP-Balsamo
BR-SP-Mirassol,15,BR-SP-BadyBassitt
BR-SP-Mirassol,10,BR-SP-NevesPaulista
BR-SP-Mirassol,5,BR-SP-NovaAlianca
BR-SP-Mirassol,3,BR-SP-Mirassolandia
BR-SP-Mirassol,1,BR-SP-Ipigua
BR-SP-Mirassolandia,30,BR-SP-Ipigua
BR-SP-Mirassolandia,27,BR-SP-Tanabi
BR-SP-Mirassolandia,22,BR-SP-Balsamo
BR-SP-Mirassolandia,13,BR-SP-NovaGranada
BR-SP-Mirassolandia,5,BR-SP-Palestina
BR-SP-Mirassolandia,4,BR-SP-Mirassol
BR-SP-Mococa,18,BR-MG-Arceburgo
BR-SP-Mococa,17,BR-SP-SaoJoseRioPardo
BR-SP-Mococa,14,BR-SP-Tambau
BR-SP-Mococa,11,BR-SP-CassiaCoqueiros
BR-SP-Mococa,9,BR-SP-Cajuru
BR-SP-Mococa,8,BR-MG-Guaranesia
BR-SP-Mococa,8,BR-MG-MonteSantoMinas
BR-SP-Mococa,8,BR-SP-Tapiratiba
BR-SP-Mococa,7,BR-SP-CasaBranca
BR-SP-MogiCruzes,26,BR-SP-Suzano
BR-SP-MogiCruzes,21,BR-SP-BiritibaMirim
BR-SP-MogiCruzes,18,BR-SP-Guararema
BR-SP-MogiCruzes,9,BR-SP-Bertioga
BR-SP-MogiCruzes,8,BR-SP-SantaIsabel
BR-SP-MogiCruzes,7,BR-SP-Santos
BR-SP-MogiCruzes,5,BR-SP-Itaquaquecetuba
BR-SP-MogiCruzes,4,BR-SP-SantoAndre
BR-SP-MogiCruzes,2,BR-SP-Aruja
BR-SP-MogiGuacu,20,BR-SP-Aguai
BR-SP-MogiGuacu,17,BR-SP-MogiMirim
BR-SP-MogiGuacu,15,BR-SP-EstivaGerbi
BR-SP-MogiGuacu,13,BR-SP-EspiritoSantoPinhal
BR-SP-MogiGuacu,10,BR-SP-Araras
BR-SP-MogiGuacu,10,BR-SP-Itapira
BR-SP-MogiGuacu,8,BR-SP-Conchal
BR-SP-MogiGuacu,7,BR-SP-Leme
BR-SP-MogiMirim,30,BR-SP-MogiGuacu
BR-SP-MogiMirim,20,BR-SP-SantoAntonioPosse
BR-SP-MogiMirim,18,BR-SP-Conchal
BR-SP-MogiMirim,17,BR-SP-Itapira
BR-SP-MogiMirim,11,BR-SP-ArturNogueira
BR-SP-MogiMirim,5,BR-SP-EngenheiroCoelho
BR-SP-MogiMirim,1,BR-SP-Holambra
BR-SP-Mombuca,35,BR-SP-Capivari
BR-SP-Mombuca,35,BR-SP-RioPedras
BR-SP-Mombuca,16,BR-SP-Tiete
BR-SP-Mombuca,14,BR-SP-Rafard
BR-SP-Moncoes,32,BR-SP-Turiuba
BR-SP-Moncoes,31,BR-SP-Macaubal
BR-SP-Moncoes,22,BR-SP-Nhandeara
BR-SP-Moncoes,15,BR-SP-GastaoVidigal
BR-SP-Mongagua,45,BR-SP-Itanhaem
BR-SP-Mongagua,24,BR-SP-PraiaGrande
BR-SP-Mongagua,10,BR-SP-SaoVicente
BR-SP-MonteAlegreSul,39,BR-SP-Amparo
BR-SP-MonteAlegreSul,23,BR-SP-SerraNegra
BR-SP-MonteAlegreSul,15,BR-SP-Pinhalzinho
BR-SP-MonteAlegreSul,15,BR-SP-Socorro
BR-SP-MonteAlegreSul,9,BR-SP-Tuiuti
BR-SP-MonteAlto,21,BR-SP-Taquaritinga
BR-SP-MonteAlto,21,BR-SP-VistaAlegreAlto
BR-SP-MonteAlto,15,BR-SP-Jaboticabal
BR-SP-MonteAlto,13,BR-SP-FernandoPrestes
BR-SP-MonteAlto,13,BR-SP-Taiacu
BR-SP-MonteAlto,9,BR-SP-CandidoRodrigues
BR-SP-MonteAlto,7,BR-SP-Taiuva
BR-SP-MonteAlto,2,BR-SP-Ariranha
BR-SP-MonteAprazivel,30,BR-SP-Poloni
BR-SP-MonteAprazivel,18,BR-SP-Tanabi
BR-SP-MonteAprazivel,12,BR-SP-NevesPaulista
BR-SP-MonteAprazivel,11,BR-SP-SebastianopolisSul
BR-SP-MonteAprazivel,10,BR-SP-Nipoa
BR-SP-MonteAprazivel,9,BR-SP-Macaubal
BR-SP-MonteAprazivel,5,BR-SP-UniaoPaulista
BR-SP-MonteAprazivel,4,BR-SP-Balsamo
BR-SP-MonteAprazivel,2,BR-SP-Nhandeara
BR-SP-MonteAzulPaulista,38,BR-SP-Bebedouro
BR-SP-MonteAzulPaulista,24,BR-SP-Paraiso
BR-SP-MonteAzulPaulista,16,BR-SP-Cajobi
BR-SP-MonteAzulPaulista,14,BR-SP-Colina
BR-SP-MonteAzulPaulista,5,BR-SP-Severinia
BR-SP-MonteAzulPaulista,2,BR-SP-Pirangi
BR-SP-MonteCastelo,36,BR-SP-NovaIndependencia
BR-SP-MonteCastelo,21,BR-SP-TupiPaulista
BR-SP-MonteCastelo,19,BR-SP-SaoJoaoPauAlho
BR-SP-MonteCastelo,14,BR-SP-Junqueiropolis
BR-SP-MonteCastelo,10,BR-SP-NovaGuataporanga
BR-SP-MonteiroLobato,36,BR-SP-SaoJoseCampos
BR-SP-MonteiroLobato,18,BR-MG-SapucaiMirim
BR-SP-MonteiroLobato,16,BR-SP-Cacapava
BR-SP-MonteiroLobato,16,BR-SP-SantoAntonioPinhal
BR-SP-MonteiroLobato,10,BR-SP-Tremembe
BR-SP-MonteiroLobato,3,BR-SP-Taubate
BR-SP-MonteiroLobato,1,BR-SP-Pindamonhangaba
BR-SP-MonteMor,30,BR-SP-Campinas
BR-SP-MonteMor,17,BR-SP-Capivari
BR-SP-MonteMor,17,BR-SP-EliasFausto
BR-SP-MonteMor,16,BR-SP-Sumare
BR-SP-MonteMor,12,BR-SP-Indaiatuba
BR-SP-MonteMor,10,BR-SP-SantaBarbaraOeste
BR-SP-MonteMor,2,BR-SP-Hortolandia
BR-SP-MorroAgudo,16,BR-SP-Guaira
BR-SP-MorroAgudo,14,BR-SP-Orlandia
BR-SP-MorroAgudo,14,BR-SP-Pontal
BR-SP-MorroAgudo,13,BR-SP-SaoJoaquimBarra
BR-SP-MorroAgudo,11,BR-SP-TerraRoxa
BR-SP-MorroAgudo,10,BR-SP-Jaborandi
BR-SP-MorroAgudo,6,BR-SP-Ipua
BR-SP-MorroAgudo,6,BR-SP-Viradouro
BR-SP-MorroAgudo,4,BR-SP-Barretos
BR-SP-MorroAgudo,4,BR-SP-SalesOliveira
BR-SP-MorroAgudo,2,BR-SP-Pitangueiras
BR-SP-Morungaba,26,BR-SP-Campinas
BR-SP-Morungaba,25,BR-SP-Itatiba
BR-SP-Morungaba,24,BR-SP-Tuiuti
BR-SP-Morungaba,15,BR-SP-Amparo
BR-SP-Morungaba,5,BR-SP-BragancaPaulista
BR-SP-Morungaba,3,BR-SP-Pedreira
BR-SP-Morungaba,1,BR-SP-Valinhos
BR-SP-Motuca,27,BR-SP-Rincao
BR-SP-Motuca,26,BR-SP-Guariba
BR-SP-Motuca,21,BR-SP-Araraquara
BR-SP-Motuca,12,BR-SP-Dobrada
BR-SP-Motuca,12,BR-SP-Guatapara
BR-SP-Motuca,2,BR-SP-Pradopolis
BR-SP-Motuca,1,BR-SP-Matao
BR-SP-MurutingaSul,51,BR-SP-Guaracai
BR-SP-MurutingaSul,41,BR-SP-Andradina
BR-SP-MurutingaSul,7,BR-SP-NovaIndependencia
BR-SP-Nantes,37,BR-SP-Iepe
BR-SP-Nantes,26,BR-SP-Martinopolis
BR-SP-Nantes,22,BR-SP-Taciba
BR-SP-Nantes,15,BR-PR-AlvoradaSul
BR-SP-Narandiba,40,BR-SP-Pirapozinho
BR-SP-Narandiba,20,BR-SP-Anhumas
BR-SP-Narandiba,20,BR-SP-Taciba
BR-SP-Narandiba,12,BR-PR-CentenarioSul
BR-SP-Narandiba,8,BR-PR-Porecatu
BR-SP-NatividadeSerra,29,BR-SP-SaoLuizParaitinga
BR-SP-NatividadeSerra,26,BR-SP-Paraibuna
BR-SP-NatividadeSerra,20,BR-SP-RedencaoSerra
BR-SP-NatividadeSerra,15,BR-SP-Caraguatatuba
BR-SP-NatividadeSerra,9,BR-SP-Ubatuba
BR-SP-NazarePaulista,27,BR-SP-Piracaia
BR-SP-NazarePaulista,21,BR-SP-BomJesusPerdoes
BR-SP-NazarePaulista,17,BR-SP-Mairipora
BR-SP-NazarePaulista,15,BR-SP-SantaIsabel
BR-SP-NazarePaulista,11,BR-SP-Igarata
BR-SP-NazarePaulista,8,BR-SP-Guarulhos
BR-SP-NazarePaulista,1,BR-SP-Atibaia
BR-SP-NevesPaulista,25,BR-SP-MonteAprazivel
BR-SP-NevesPaulista,24,BR-SP-JoseBonifacio
BR-SP-NevesPaulista,21,BR-SP-Jaci
BR-SP-NevesPaulista,11,BR-SP-Mirassol
BR-SP-NevesPaulista,11,BR-SP-Nipoa
BR-SP-NevesPaulista,8,BR-SP-Balsamo
BR-SP-Nhandeara,25,BR-SP-Floreal
BR-SP-Nhandeara,24,BR-SP-Votuporanga
BR-SP-Nhandeara,18,BR-SP-Macaubal
BR-SP-Nhandeara,13,BR-SP-SebastianopolisSul
BR-SP-Nhandeara,10,BR-SP-Moncoes
BR-SP-Nhandeara,7,BR-SP-GastaoVidigal
BR-SP-Nhandeara,3,BR-SP-MonteAprazivel
BR-SP-Nipoa,34,BR-SP-MonteAprazivel
BR-SP-Nipoa,25,BR-SP-JoseBonifacio
BR-SP-Nipoa,18,BR-SP-UniaoPaulista
BR-SP-Nipoa,17,BR-SP-NevesPaulista
BR-SP-Nipoa,7,BR-SP-Planalto
BR-SP-NovaAlianca,27,BR-SP-Potirendaba
BR-SP-NovaAlianca,23,BR-SP-JoseBonifacio
BR-SP-NovaAlianca,23,BR-SP-Mendonca
BR-SP-NovaAlianca,11,BR-SP-BadyBassitt
BR-SP-NovaAlianca,10,BR-SP-Jaci
BR-SP-NovaAlianca,6,BR-SP-Mirassol
BR-SP-NovaCampina,39,BR-SP-Itapeva
BR-SP-NovaCampina,31,BR-SP-RibeiraoBranco
BR-SP-NovaCampina,15,BR-SP-Apiai
BR-SP-NovaCampina,11,BR-SP-Itarare
BR-SP-NovaCampina,5,BR-SP-BomSucessoItarare
BR-SP-NovaCanaaPaulista,35,BR-SP-AparecidaOeste
BR-SP-NovaCanaaPaulista,33,BR-SP-TresFronteiras
BR-SP-NovaCanaaPaulista,25,BR-SP-SantaFeSul
BR-SP-NovaCanaaPaulista,7,BR-SP-PalmeiraOeste
BR-SP-NovaCastilho,38,BR-SP-GeneralSalgado
BR-SP-NovaCastilho,26,BR-SP-SantoAntonioAracangua
BR-SP-NovaCastilho,16,BR-SP-GastaoVidigal
BR-SP-NovaCastilho,11,BR-SP-Magda
BR-SP-NovaCastilho,9,BR-SP-NovaLuzitania
BR-SP-NovaEuropa,36,BR-SP-Tabatinga
BR-SP-NovaEuropa,33,BR-SP-GaviaoPeixoto
BR-SP-NovaEuropa,22,BR-SP-BoaEsperancaSul
BR-SP-NovaEuropa,6,BR-SP-Matao
BR-SP-NovaEuropa,4,BR-SP-Ibitinga
BR-SP-NovaGranada,35,BR-SP-Icem
BR-SP-NovaGranada,24,BR-SP-Palestina
BR-SP-NovaGranada,15,BR-SP-OndaVerde
BR-SP-NovaGranada,11,BR-SP-Ipigua
BR-SP-NovaGranada,8,BR-SP-Altair
BR-SP-NovaGranada,6,BR-SP-Mirassolandia
BR-SP-NovaGranada,2,BR-SP-Orindiuva
BR-SP-NovaGuataporanga,34,BR-SP-TupiPaulista
BR-SP-NovaGuataporanga,28,BR-SP-MonteCastelo
BR-SP-NovaGuataporanga,20,BR-SP-SaoJoaoPauAlho
BR-SP-NovaGuataporanga,19,BR-SP-SantaMercedes
BR-SP-NovaIndependencia,32,BR-SP-MonteCastelo
BR-SP-NovaIndependencia,30,BR-SP-Castilho
BR-SP-NovaIndependencia,17,BR-SP-Guaracai
BR-SP-NovaIndependencia,11,BR-SP-Andradina
BR-SP-NovaIndependencia,8,BR-SP-MurutingaSul
BR-SP-NovaIndependencia,3,BR-SP-Junqueiropolis
BR-SP-Novais,42,BR-SP-Tabapua
BR-SP-Novais,37,BR-SP-Embauba
BR-SP-Novais,20,BR-SP-Catanduva
BR-SP-NovaLuzitania,31,BR-SP-GastaoVidigal
BR-SP-NovaLuzitania,26,BR-SP-SantoAntonioAracangua
BR-SP-NovaLuzitania,22,BR-SP-Lourdes
BR-SP-NovaLuzitania,12,BR-SP-NovaCastilho
BR-SP-NovaLuzitania,9,BR-SP-Turiuba
BR-SP-NovaOdessa,40,BR-SP-Americana
BR-SP-NovaOdessa,40,BR-SP-Sumare
BR-SP-NovaOdessa,13,BR-SP-Paulinia
BR-SP-NovaOdessa,7,BR-SP-SantaBarbaraOeste
BR-SP-NovoHorizonte,20,BR-SP-Borborema
BR-SP-NovoHorizonte,19,BR-SP-Itajobi
BR-SP-NovoHorizonte,15,BR-SP-Sales
BR-SP-NovoHorizonte,13,BR-SP-Cafelandia
BR-SP-NovoHorizonte,11,BR-SP-Irapua
BR-SP-NovoHorizonte,10,BR-SP-Sabino
BR-SP-NovoHorizonte,4,BR-SP-Pongai
BR-SP-NovoHorizonte,4,BR-SP-Urupes
BR-SP-NovoHorizonte,2,BR-SP-Pirajui
BR-SP-NovoHorizonte,2,BR-SP-Uru
BR-SP-NovoHorizonte,1,BR-SP-Marapoama
BR-SP-Nuporanga,32,BR-SP-SaoJoseBelaVista
BR-SP-Nuporanga,23,BR-SP-Batatais
BR-SP-Nuporanga,17,BR-SP-Orlandia
BR-SP-Nuporanga,16,BR-SP-SalesOliveira
BR-SP-Nuporanga,7,BR-SP-Guara
BR-SP-Nuporanga,5,BR-SP-SaoJoaquimBarra
BR-SP-Ocaucu,42,BR-SP-Marilia
BR-SP-Ocaucu,25,BR-SP-CamposNovosPaulista
BR-SP-Ocaucu,21,BR-SP-Lupercio
BR-SP-Ocaucu,9,BR-SP-VeraCruz
BR-SP-Ocaucu,2,BR-SP-SaoPedroTurvo
BR-SP-Oleo,26,BR-SP-BernardinoCampos
BR-SP-Oleo,25,BR-SP-AguasSantaBarbara
BR-SP-Oleo,25,BR-SP-Manduri
BR-SP-Oleo,20,BR-SP-SantaCruzRioPardo
BR-SP-Olimpia,22,BR-SP-Guapiacu
BR-SP-Olimpia,17,BR-SP-Barretos
BR-SP-Olimpia,16,BR-SP-Altair
BR-SP-Olimpia,13,BR-SP-Tabapua
BR-SP-Olimpia,11,BR-SP-Guaraci
BR-SP-Olimpia,11,BR-SP-Severinia
BR-SP-Olimpia,6,BR-SP-Cajobi
BR-SP-Olimpia,3,BR-SP-Uchoa
BR-SP-OndaVerde,29,BR-SP-NovaGranada
BR-SP-OndaVerde,28,BR-SP-Guapiacu
BR-SP-OndaVerde,19,BR-SP-Altair
BR-SP-OndaVerde,18,BR-SP-SaoJoseRioPreto
BR-SP-OndaVerde,7,BR-SP-Ipigua
BR-SP-Oriente,51,BR-SP-Marilia
BR-SP-Oriente,43,BR-SP-Pompeia
BR-SP-Oriente,6,BR-SP-Echapora
BR-SP-Orindiuva,42,BR-SP-Palestina
BR-SP-Orindiuva,29,BR-SP-PauloFaria
BR-SP-Orindiuva,14,BR-MG-Frutal
BR-SP-Orindiuva,9,BR-SP-Icem
BR-SP-Orindiuva,4,BR-MG-Fronteira
BR-SP-Orindiuva,2,BR-SP-NovaGranada
BR-SP-Orlandia,30,BR-SP-SaoJoaquimBarra
BR-SP-Orlandia,28,BR-SP-MorroAgudo
BR-SP-Orlandia,22,BR-SP-SalesOliveira
BR-SP-Orlandia,19,BR-SP-Nuporanga
BR-SP-Osasco,60,BR-SP-SaoPaulo
BR-SP-Osasco,18,BR-SP-Carapicuiba
BR-SP-Osasco,13,BR-SP-Barueri
BR-SP-Osasco,9,BR-SP-Cotia
BR-SP-OscarBressane,42,BR-SP-Lutecia
BR-SP-OscarBressane,30,BR-SP-Echapora
BR-SP-OscarBressane,28,BR-SP-Pompeia
BR-SP-OsvaldoCruz,25,BR-SP-Parapua
BR-SP-OsvaldoCruz,21,BR-SP-Salmourao
BR-SP-OsvaldoCruz,18,BR-SP-InubiaPaulista
BR-SP-OsvaldoCruz,16,BR-SP-Rinopolis
BR-SP-OsvaldoCruz,9,BR-SP-Guararapes
