isolabel_ext,status,base_intlevel,cover,overlay
BR-PI-Urucui,1,50,72eR 72eV 781M 781V 783M 783V 784H 784M 784R 784V 785H 785R 786H 786M 786R 786V 787H 787R 78cM 78dH,
BR-PI-ValencaPiaui,1,50,79dR 79eM 79fH 79fM,
BR-PI-VarzeaBranca,1,75,733aT 7385N 7385P 7385Y 7390J 7390K 7390N 7390P 7390S 7390T 7390Y 7390Z 7391J 7391K 7391P 7391S 7391T 7391Y 7391Z 7392J 7392K 7392N 7392P 7392S 7392T 7392Y 7392Z 7393J,
BR-PI-VarzeaGrande,1,75,79c9Z 79cbN 79cbP 79cbY 79cbZ 79ccS 79ccT 79ccY 79ccZ 79ceJ 79ceK 79ceN 79ceP 79ceS 79ceT 79ceY,
BR-PI-VeraMendes,1,75,795bZ 795eP 795eS 795eT 795eY 795eZ 795fS 795fT 7971N 7971P 7974J 7974K 7974N 7974P 7974S 7974Y 7975J 7975K,
BR-PI-VilaNovaPiaui,1,75,7c26T 7c2cJ 7c2cK 7c2cN 7c2cP 7c2cS 7c2cT 7c2cY 7c2cZ 7c2eJ 7c2eN,
BR-PI-WallFerraz,1,75,796dK 796dN 796dP 796dS 796dY 796dZ 7972T 7972Z 7978J 7978K 7978N 7978P 7978S 7978T 7978Y 7978Z,
BR-PR-Abatia,1,75,de89P de89Y de89Z de8cJ de8cK de8cN de8cP de8cS de8cY de8cZ de8dJ de8dK de8dS de8dT de8fJ,
BR-PR-Adrianopolis,1,50,dceR dceV dcfR de4H de4M de5H,
BR-PR-AgudosSul,1,75,dc6aS dc6aT dc6aY dc6aZ dcc0J dcc0K dcc0N dcc0P dcc0S dcc0T dcc0Y dcc0Z dcc1J dcc1K dcc1S,
BR-PR-AlmiranteTamandare,1,75,dcb7P dce0S dce0T dce0Y dce0Z dce1T dce2J dce2K dce2N dce2P dce2S dce2Y dce3J,
BR-PR-AltamiraParana,1,75,d9afZ d9baT db04P db04S db04T db04Y db04Z db05J db05K db05N db05P db05S db05T db05Y db05Z db06N db07J db07N db10J db10K db10P db10S db10T db10Y db10Z,
BR-PR-Altonia,1,50,da6M da6V da7R,
BR-PR-AltoParaiso,1,50,dacM dadH dadR,
BR-PR-AltoParana,1,75,db9bJ db9bK db9bP db9bS db9bT db9bY db9bZ db9eK db9eS db9eT db9eY db9eZ dbb1N dbb1P dbb1Y dbb1Z dbb3N dbb3P dbb4J dbb4K dbb4S dbb4T dbb6J dbb6K,
BR-PR-AltoPiquiri,1,75,da74P da74Y da74Z da75K da75P da75S da75T da75Y da75Z da76N da76P da76S da76Y da76Z da77J da77K da77N da77P da77S da77T da77Y da77Z da7cN da7cP da7dJ da7dK da7dN da7dS,
BR-PR-AlvoradaSul,1,75,dbf0Z dbf2J dbf2K dbf2N dbf2P dbf2S dbf2T dbf2Y dbf2Z dbf3J dbf3K dbf3S dbf3T dbf8J dbf8K dbf8N dbf8P dbf8S dbf8T dbf8Y dbf8Z dbf9J dbf9K dbf9S,
BR-PR-Amapora,1,75,db8cT db8cZ db8eJ db8eK db8eN db8eP db8eS db8eT db8eY db8eZ db8fK db8fS db8fT dba4J dba4K dba4N dba4P dba4S dba4Y dba5J dba5K dba5P dba5S,
BR-PR-Ampere,1,75,d8d3Y d8d3Z d8d4T d8d4Y d8d4Z d8d5S d8d5T d8d6J d8d6K d8d6N d8d6P d8d6S d8d6T d8d6Y d8d6Z d8d7J d8d7K d8d7N d8d9N d8dcJ,
BR-PR-Anahy,1,75,db02K db02P db02S db02Y db02Z db03K db03S db03T db08N db09J,
BR-PR-Andira,1,75,de8eZ dea4J dea4K dea4N dea4P dea4S dea4T dea4Y dea4Z dea5J dea5K dea5S dea5T dea6N dea7J,
BR-PR-Angulo,1,75,dbc8T dbcaJ dbcaK dbcaN dbcaP dbcaS dbcaT dbcaY dbcaZ,
BR-PR-Antonina,1,50,dccV dcdR dceM dceV dcfH dcfR,
BR-PR-AntonioOlinto,1,75,dc2fT dc84N dc84P dc84Y dc84Z dc85J dc85K dc85N dc85P dc85S dc85T dc85Y dc85Z dc86N dc86P dc86Y dc86Z dc87J dc87K dc87N dc87P dc87S dc90J dc90K dc90S dc90T dc90Y dc92J dc92K,
BR-PR-Apucarana,1,50,db6V dbcM dbdH,
BR-PR-Arapongas,1,75,dbc6Y dbc6Z dbc7K dbc7N dbc7P dbc7S dbc7T dbc7Y dbc7Z dbccN dbcdJ dbcdK dbcdN dbcdP dbd2J dbd2K dbd2S dbd2T dbd8J,
BR-PR-Arapoti,1,50,de0V de1R de2M de2V de3H de3M de3R,
BR-PR-Arapua,1,75,db4aN db4aP db4aT db4aY db4aZ db4bJ db4bK db4bP db4bS db4bT db4bY db61J db61K,
BR-PR-Araruna,1,75,db27T db27Y db27Z db2dJ db2dN db2dP db2dY db32K db32P db32S db32T db32Y db32Z db38J db38K db38N db38P db38S db38T db38Y db38Z db39K db39S db39T db3aJ db3aK db3aN db3aP db3aS db3aY,
BR-PR-Araucaria,1,75,dc9dN dc9dP dc9dS dc9dT dc9dY dc9dZ dc9eN dc9eP dc9fJ dc9fK dc9fN dc9fP dc9fS dc9fT dc9fY dc9fZ dcc2T dcc8J dcc8K dcc8S dcc8T dccaJ dccaK dccaS dccaT,
BR-PR-AriranhaIvai,1,75,db4bY db4cT db4cZ db4eJ db4eK db4eN db4eP db4eS db4eT db4eY db4eZ db4fJ db4fK db4fP db4fS db4fT db4fY,
BR-PR-Assai,1,75,dbd4Z dbd6N dbd6P dbd6S dbd6T dbd6Y dbd6Z dbd7J dbd7K dbd7P dbd7S dbd7T dbd7Y dbd7Z dbdcJ dbdcK dbdcN dbdcP dbdcS dbdcY dbddJ dbddK dbddN dbddP dbddS dbddT dbddY,
BR-PR-AssisChateaubriand,1,50,da5H da5M da5R da5V da7H da7M,
BR-PR-Astorga,1,75,dbc8Y dbc8Z dbc9K dbc9N dbc9P dbc9S dbc9T dbc9Y dbc9Z dbcbJ dbcbN dbcbP dbcbY dbccJ dbccK dbccS dbccT dbccZ dbceJ dbceK dbceS dbceT dbceY dbceZ dbe4J,
BR-PR-Atalaia,1,75,db9fK db9fP db9fS db9fT db9fY db9fZ dbb5J dbb5N dbb5P dbcaS dbcaT,
BR-PR-BalsaNova,1,75,dc9bN dc9bP dc9bY dc9bZ dc9eJ dc9eK dc9eN dc9eP dc9eS dc9eT dc9eY dc9eZ dc9fK dc9fS dcb1N dcb1P dcb1Y dcb1Z dcb4J dcb4K dcb4N dcb4S,
BR-PR-Bandeirantes,1,75,de8bN de8bP de8bY de8bZ de8cT de8cZ de8dT de8eJ de8eK de8eN de8eP de8eS de8eT de8eY de8eZ de8fJ de8fK de8fS de8fT dea1N dea1P dea4J dea4K dea4N dea4P,
BR-PR-BarbosaFerraz,1,50,db3M db3V db6H db6R,
BR-PR-Barracao,1,75,d879Z d87bN d87bP d87cS d87cT d87cY d87cZ d87dT d87eJ d87eK d87eN d87eP,
BR-PR-BarraJacare,1,75,de8eZ de8fS de8fT de8fY de8fZ de9aS de9aT dea4N dea5J dea5N deb0J,
BR-PR-BelaVistaCaroba,1,75,d8d1Z d8d3J d8d3K d8d3N d8d3P d8d3S d8d3T d8d3Y d8d3Z d8d6J d8d6K d8d6S d8d6T,
BR-PR-BelaVistaParaiso,1,75,dbdaZ dbdbT dbf0K dbf0N dbf0P dbf0S dbf0T dbf0Y dbf0Z dbf1J dbf1K dbf1S dbf1T dbf2J dbf2K dbf2N dbf3J dbf3K,
BR-PR-Bituruna,1,50,d96R d96V d97R d9cH d9cM,
BR-PR-BoaEsperanca,1,75,db0eP db0eY db0eZ db0fS db0fT db24N db24P db24Y db24Z db25J db25K db25N db25P db25S db25T db25Y db25Z db27J db27N db30K,
BR-PR-BoaEsperancaIguacu,1,75,d8ddY d8ddZ d8dfN d8dfP d988S d988T d988Y d988Z d98aJ d98aK d98aN d98aP d98aS d98aY,
BR-PR-BoaVenturaSaoRoque,1,50,d9eR d9eV db4H db4M,
BR-PR-BoaVistaAparecida,1,75,d8deZ d8dfT d8dfZ d8f4K d8f4N d8f4P d8f4Y d8f4Z d8f5J d8f5K d8f5N d8f5P d8f5S d8f5T d8f5Y d8f5Z d8f6N,
BR-PR-BocaiuvaSul,1,50,dceH dceM dceR dceV dcfR,
BR-PR-BomJesusSul,1,75,d87bP d87bY d87bZ d87eK d87eN d87eP d87eS d87eT d87eY d87eZ d8d4J,
BR-PR-BomSucesso,1,75,db6aP db6aT db6aY db6aZ db6bK db6bS db6bT db6bY db6bZ dbc0J dbc0K dbc0N dbc0P dbc1J dbc1K dbc1N dbc1P,
BR-PR-BomSucessoSul,1,75,d92eT d92eY d92eZ d92fS d92fT d984J d984K d984N d984P d984S d984Y d985J,
BR-PR-Borrazopolis,1,75,db63Z db66S db66T db66Z db69N db69P db69Y db69Z db6cJ db6cK db6cN db6cP db6cS db6cT db6cY db6cZ db6dJ db6dK db6dS db6dT,
BR-PR-Braganey,1,75,d9aaY d9aaZ d9abT db00N db00P db00S db00T db00Y db00Z db01J db01K db01P db01S db01T db01Y db01Z db02N db03J db03K db03N db03P db03S db03T db03Y db03Z db06K,
BR-PR-BrasilandiaSul,1,75,da71P da71Y da71Z da73N da74K da74P da74S da74T da74Y da74Z da76J da76K da76N da76P da76S da76Y,
BR-PR-Cafeara,1,75,dbe3P dbe3S dbe3T dbe3Y dbe3Z dbe6K dbe6S dbe6T dbe9J dbe9K dbe9N dbe9P dbe9Y dbecJ,
BR-PR-Cafelandia,1,75,da54Y da54Z da55S da55T da55Y da55Z da56N da56P da56Y da57J da57K da57N da57P da57S da57T da57Y da57Z da5dJ da5dN db02S db02T,
BR-PR-CafezalSul,1,75,da73Z da76K da76S da76T da76Y da76Z da79N da79P da79S da79Y da79Z da7bN da7cJ da7cK da7cN da7cP da7cS da7cT da7cY da7cZ da7eJ da7eK da7eN,
BR-PR-California,1,75,db6fZ db7aT db7aZ dbc5N dbc5P dbc5Y dbd0J dbd0K dbd0N dbd0P dbd0Y,
BR-PR-Cambara,1,75,de9aT dea5J dea5K dea5N dea5P dea5S dea5T dea5Y dea5Z dea7N deb0J deb0K deb0N deb0P deb0S deb0T deb0Y deb0Z deb2J deb2K deb2N deb2P,
BR-PR-Cambe,1,75,dbcfY dbcfZ dbd8J dbd8K dbd8N dbd8P dbd8S dbd8T dbd8Y dbd8Z dbdaJ dbdaK dbdaN dbdaP dbdaS dbdaT dbdaY dbdaZ dbdbJ dbdbK dbdbS dbdbT dbe5N dbe5P dbf0J dbf0K dbf0N dbf0P dbf0S,
BR-PR-Cambira,1,75,db6eY db6eZ db6fT dbc4J dbc4K dbc4N dbc4P dbc4S dbc4T dbc4Y dbc4Z dbc5J dbc5K dbc6J dbc6K dbc6N,
BR-PR-CampinaGrandeSul,1,50,dceH dceM dceV dcfR,
BR-PR-CampinaLagoa,1,50,db0H db0M db0V db1H db1R,
BR-PR-CampinaSimao,1,75,d9e2Z d9e3S d9e3T d9e3Z d9e6T d9e8N d9e8P d9e8Y d9e8Z d9e9J d9e9K d9e9N d9e9P d9e9S d9e9T d9e9Y d9e9Z d9eaN d9eaP d9ebJ d9ebK d9ecJ d9ecK,
BR-PR-CampoBonito,1,75,d9a9S d9a9T d9a9Y d9a9Z d9abJ d9abK d9abN d9abP d9abS d9abT d9abY d9abZ d9acS db01J db01K db01N db01P db01S db01Y db01Z db03N db03P db04S db04T db06J db06K,
BR-PR-CampoLargo,1,50,dc9V dcbH dcbM dcbR dcbV dccR dceH,
BR-PR-CampoMagro,1,75,dcb5P dcb5Y dcb5Z dcb6Y dcb7J dcb7K dcb7N dcb7P dcb7S dcb7T dcb7Y dcb7Z dce0K dce0S dce0T dce2J dce2K,
BR-PR-CampoMourao,1,50,db3H db3M db3R db3V,
BR-PR-CampoTenente,1,75,dc3fT dc91P dc91Y dc91Z dc94J dc94K dc94N dc94P dc94S dc94T dc94Y dc94Z dc95J dc95K dc95S dc95T dc96J dc96N,
BR-PR-CandidoAbreu,1,50,d9fR d9fV db4M db4V db5H db5M db5R,
BR-PR-Candoi,1,50,d99R d99V d9bM d9cR d9eH,
BR-PR-Cantagalo,1,75,d9b4N d9b4P d9b4Y d9b4Z d9b5J d9b5K d9b5S d9b5T d9b5Y d9b5Z d9b6N d9b6P d9b6S d9b6T d9b6Y d9b6Z d9b7J d9b7K d9b7N d9b7P d9b7S d9b7T d9b7Y d9b7Z d9bcJ d9bcK d9bcN d9bcP d9bdJ d9bdK d9bdP,
BR-PR-Capanema,1,75,d8cfN d8cfP d8cfY d8d8S d8d8T d8d8Y d8d8Z d8d9S d8d9T d8d9Z d8daJ d8daK d8daN d8daP d8daS d8daY d8dbJ d8dbK d8dbN d8dbP d8dbS d8dbT d8dbY d8dbZ d8deK d8deS,
BR-PR-CapitaoLeonidasMarques,1,75,d8dbT d8dbY d8dbZ d8deS d8deT d8deY d8deZ d8f1J d8f1K d8f1N d8f1P d8f1S d8f1T d8f1Y d8f1Z d8f4J d8f4K d8f4N d8f4P,
BR-PR-Carambei,1,50,dcaV dcbR de0M de1H,
BR-PR-Carlopolis,1,75,de91Z de93K de93N de93P de93S de93Y de93Z de94T de94Z de96J de96K de96N de96P de96S de96T de96Y de96Z de97K de97S de97T de9cJ de9cN de9dJ,
BR-PR-Cascavel,1,50,d8fM d8fR d8fV d9aH d9aR da5H da5M db0H,
BR-PR-Castro,1,50,dcbR dcbV de0M de0V de1H de1M de1R,
BR-PR-Catanduvas,1,75,d8f5Z d8f7N d8f7P d8f7Y d8f7Z d9a0T d9a1T d9a2J d9a2K d9a2N d9a2P d9a2S d9a2T d9a2Y d9a2Z d9a3J d9a3K d9a3P d9a3S d9a3T d9a3Y d9a3Z d9a8J d9a8K d9a8N d9a8P d9a8S d9a8Y d9a9J d9a9K d9a9S,
BR-PR-CentenarioSul,1,75,dbe6K dbe6N dbe6P dbe6S dbe6T dbe6Y dbe6Z dbe7J dbe7K dbe7S dbe7T dbecJ dbecK dbecN dbecP dbecS dbecT dbecY dbecZ dbedJ dbedK dbedS dbedT dbeeJ,
BR-PR-CerroAzul,1,50,dcbV dceR dceV de1M de4H de4M,
BR-PR-CeuAzul,1,50,d8dR d8eM d8eV d8fH d8fR,
BR-PR-Chopinzinho,1,50,d98M d98V d99H d99M d99R d99V,
BR-PR-Cianorte,1,50,db2V db3R db8M db9H,
BR-PR-CidadeGaucha,1,75,db83N db83P db83Y db83Z db86J db86K db86S db86T db86Z db89N db89P db89Y db89Z db8bN db8cJ db8cK db8cN db8cP db8cS db8cT db8eJ db8eK,
BR-PR-Clevelandia,1,50,d93H d93M d93R d93V,
BR-PR-Colombo,1,75,dce0Z dce1K dce1P dce1S dce1T dce1Y dce1Z dce2N dce2P dce3J dce3K dce3N dce3P dce3S dce6K,
BR-PR-Colorado,1,75,dbb7P dbb7T dbb7Y dbb7Z dbbdJ dbbdK dbbdN dbbdP dbbdY dbbdZ dbe2J dbe2K dbe2N dbe2P dbe2S dbe2T dbe2Y dbe2Z dbe3K dbe3S dbe3T dbe8J dbe8K dbe8S dbe9J,
BR-PR-Congonhinhas,1,75,de2aY de2aZ de2bK de2bS de2bT de2bY de2bZ de80N de80P de80Y de80Z de81J de81K de81N de81P de81S de81T de81Y de81Z de82N de82P de83J de83K de83N de83P de84K de84S de84T de86J de86K,
BR-PR-ConselheiroMairinck,1,75,de85J de85K de85N de85P de85S de85T de85Y de85Z de87J de87N de87P de90J de90K de90S de90T de92J,
BR-PR-Contenda,1,75,dc96Z dc97S dc97T dc97Z dc9cN dc9cP dc9cY dc9cZ dc9dJ dc9dK dc9dN dc9dP dc9dS dc9dT dc9dY dc9dZ dc9eN dc9fJ dcc2T dcc8J,
BR-PR-Corbelia,1,50,d9aR da5M db0H db0R,
BR-PR-CornelioProcopio,1,50,dbdV de8R deaH,
BR-PR-CoronelDomingosSoares,1,50,d93V d96H d96R d99M d9cH,
BR-PR-CoronelVivida,1,50,d93R d98M d99H,
BR-PR-CorumbataiSul,1,75,db34Z db35S db35T db36N db36P db36Y db37J db37K db37N db37P db37S,
BR-PR-CruzeiroIguacu,1,75,d988Z d989T d98aN d98aP d98aS d98aT d98aY d98aZ d98bJ d98bK d98bS d98bT,
BR-PR-CruzeiroOeste,1,50,db2R db2V db8H,
BR-PR-CruzeiroSul,1,75,dbb4P dbb4S dbb4T dbb4Y dbb4Z dbb5K dbb5S dbb5T dbb5Y dbb5Z dbb6J dbb6K dbb6N dbb6P dbb7J dbb7N,
BR-PR-CruzMachado,1,50,d96V d97R d9cM d9dH d9dM d9dR d9dV,
BR-PR-Cruzmaltina,1,75,db66P db66S db66T db66Y db66Z db67J db67K db67N db67P db67S db67T db67Y db67Z db6cN db6dJ db6dK db6dN db6dP db6dS db6dT db6dY,
BR-PR-Curitiba,1,75,dcc8T dcc8Z dccaJ dccaK dccaN dccaP dccaS dccaT dccaY dccaZ dccbJ dccbK dccbS dccbT dce0J dce0K dce0N dce0P dce0S dce0T dce0Y dce0Z dce1J dce1K dce1S dce1T,
BR-PR-Curiuva,1,50,de2H de2M de2R de2V,
BR-PR-DiamanteNorte,1,75,dba9Z dbabN dbabP dbabY dbacT dbacY dbacZ dbadT dbaeJ dbaeK dbaeN dbaeP dbaeS dbaeY dbafJ dbafK,
BR-PR-DiamanteOeste,1,75,d8edT d8edZ d8eeJ d8eeK d8eeN d8eeP d8eeS d8eeT d8eeY d8eeZ d8efJ d8efK d8efN d8efS d8efT da44J da44K da44N da44P da45J da45K,
BR-PR-DiamanteSul,1,75,d9adK d9adP d9adS d9adT d9adY d9adZ d9aeP d9aeY d9aeZ d9afJ d9afK d9afN d9afP d9afS d9afT d9afY d9afZ d9b8T d9baJ d9baK d9baS d9baT db05J db05K db05N,
BR-PR-DoisVizinhos,1,75,d982Y d982Z d983K d983S d983T d983Y d983Z d988K d988N d988P d988S d988Y d988Z d989J d989K d989N d989P d989S d989T d989Y d989Z d98bJ d98bK d98bN,
BR-PR-Douradina,1,75,dad7P dad7S dad7T dad7Y dad7Z daddK daddN daddP daddS daddT daddY daddZ dadfJ dadfN dadfP db82K db82S db82T db88J db88K db88S db88T db88Z db8aJ db8aK,
BR-PR-DoutorCamargo,1,75,db94S db94T db94Y db94Z db95T db96J db96N db96P db97J db97K,
BR-PR-DoutorUlysses,1,50,de1M de1V de4H de4R,
BR-PR-EneasMarques,1,75,d980S d980T d980Y d980Z d981T d982J d982K d982N d982P d982T d982Y d982Z d983J d983K d983S d988J d988N,
BR-PR-EngenheiroBeltrao,1,75,db39Z db3bJ db3bK db3bN db3bP db3bS db3bY db3bZ db3cT db3eJ db3eK db3eN db3eP db3eS db3eT db3eY db3eZ db3fS db3fT db94J db94K db94N db94P db95J db95K,
BR-PR-EntreRiosOeste,1,75,da41Z da43K da43N da43P da43S da43Y da44T da44Z da46J da46K da46N,
BR-PR-EsperancaNova,1,75,da7aP da7aS da7aT da7aY da7aZ da7bS da7bT dad0J dad0K dad0N dad0P dad1J dad1K,
BR-PR-EspigaoAltoIguacu,1,75,d98fT d9a4N d9a4P d9a4Y d9a4Z d9a5J d9a5K d9a5S d9a5T d9a5Y d9a5Z d9a6J d9a6K d9a6N d9a6P d9a6S d9a6Y d9a7J d9a7K d9a7N d9a7P d9a7S,
BR-PR-Farol,1,75,db25Y db25Z db27J db27K db27N db27P db27S db27T db27Y db27Z db30S db30T db30Y db30Z db32J db32K db32N db32P db32S,
BR-PR-Faxinal,1,50,db6M db6V db7H db7R,
BR-PR-FazendaRioGrande,1,75,dcc8K dcc8N dcc8P dcc8S dcc8T dcc8Y dcc8Z dcc9J dccaN,
BR-PR-Fenix,1,75,db3dJ db3dK db3dN db3dP db3dS db3dT db3dY db3dZ db3fN db3fP db68J db68K db68S db68T db6aJ db6aK,
BR-PR-FernandesPinheiro,1,75,dc89T dc89Z dc8aK dc8aP dc8aY dc8aZ dc8bJ dc8bK dc8bN dc8bP dc8bS dc8bT dc8bY dc8bZ dc8eS dca0N dca0P dca0Y dca0Z dca1J dca1K dca1N dca2N,
BR-PR-Figueira,1,75,de29J de29K de29N de29P de29S de29Y de29Z de2bN de2bP de2bY de2cK de2cS de2cT de2eJ de2eK,
BR-PR-Florai,1,75,db93T db93Z db99J db99K db99N db99P db99S db99T db99Y db99Z db9bJ db9cJ db9cK db9cS db9cT db9cY db9cZ,
BR-PR-Floresta,1,75,db94N db94P db94Y db95J db95K db95P db95S db95T db95Y db95Z db97J db97N,
BR-PR-Florestopolis,1,75,dbe5T dbe5Y dbe5Z dbe7J dbe7K dbe7N dbe7P dbe7S dbe7T dbe7Y dbe7Z dbedJ dbf0T dbf2J dbf2K dbf2S dbf2T,
BR-PR-Florida,1,75,db9fZ dbb5N dbcaS dbcaT dbcaZ dbe0J dbe0K dbe0N dbe0P,
BR-PR-FlorSerraSul,1,75,d87cZ d87dT d87dZ d87eN d87eP d87eY d87fJ d87fK d87fN d87fP d928K d928P d928S d928T d928Y d928Z d92aJ d92aK d92aN d92aP,
BR-PR-FormosaOeste,1,75,da5eZ da5fN da5fP da5fT da5fY da5fZ da74N da74P da74Y da75J da75K da75N da75P da75Y da75Z db0aJ db0aK db0aS db0aT db20K db20S db20T,
BR-PR-FozIguacu,1,50,d89V d8bM d8cR d8eH,
BR-PR-FozJordao,1,75,d99cK d99cN d99cP d99cY d99cZ d99dJ d99dK d99dP d99dS d99dT d99dY d99dZ d99fJ d99fN d9c8S d9c8T,
BR-PR-FranciscoAlves,1,75,da65Z da67N da67P da67Y da67Z da70T da70Z da72J da72K da72N da72P da72S da72T da72Y da72Z da78N,
BR-PR-FranciscoBeltrao,1,50,d87V d8dM d92R d98H d98M,
BR-PR-GeneralCarneiro,1,50,d94V d96M d96V d97H d97R,
BR-PR-GodoyMoreira,1,75,db35Y db35Z db60K db60S db60T db60Y db60Z db62J db62K db62N db62P db62Y db63K,
BR-PR-Goioere,1,75,db20K db20P db20S db20T db20Y db20Z db21J db21K db21N db21P db21S db21T db21Y db21Z db22J db22N db22P db23J db23K db23N db23P db23S db23Y db24K db24S db24T db26J db26K db26N db26P,
BR-PR-Goioxim,1,50,d9bM d9bV d9eH d9eR,
BR-PR-GrandesRios,1,75,db4fT db64N db64P db64Y db64Z db65J db65K db65N db65P db65S db65T db65Y db65Z db66N db66P db67J db67K db67N db70K db70S db70T,
BR-PR-Guaira,1,50,da4R da4V da6H da6M da6V,
BR-PR-Guairaca,1,75,dba4Z dba5K dba5P dba5S dba5T dba5Y dba5Z dba6J dba6K dba6N dba6P dba6Y dba6Z dba7J dba7K dba7N dba7P dba7S dba7T dba7Y dbacN dbb0S dbb0T dbb2J dbb2K dbb2S,
BR-PR-Guamiranga,1,75,d9f6Z d9f7K d9f7P d9f7S d9f7T d9f7Y d9f7Z d9fcJ d9fcK d9fcN d9fcP d9fcY d9fcZ d9fdJ d9fdK d9fdN d9fdS,
BR-PR-Guapirama,1,75,de85Z de87N de87P de87S de87T de87Y de87Z de90T de92J de92K de92N de92P de92S de92T de92Y,
BR-PR-Guaporema,1,75,db8cK db8cN db8cP db8cS db8cT db8cY db8cZ db8dJ db8dK db8dS db8dT,
BR-PR-Guaraci,1,75,dbe1S dbe1T dbe1Y dbe1Z dbe3N dbe3P dbe4S dbe4T dbe4Y dbe4Z dbe6J dbe6K dbe6N dbe6P,
BR-PR-Guaraniacu,1,50,d9aH d9aM d9aR d9aV db0H db0M,
BR-PR-Guarapuava,1,50,d9bM d9cR d9cV d9dR d9eH d9eM d9eR d9eV d9fH d9fR,
BR-PR-Guaraquecaba,1,50,dcdV dcfH dcfM dcfR dcfV ddaH,
BR-PR-Guaratuba,1,50,dccM dccV dcdH dcdR,
BR-PR-HonorioSerpa,1,75,d939T d939Z d93aN d93aP d93aS d93aT d93aY d93aZ d93bJ d93bK d93bN d93bP d93bS d93bT d93bY d93bZ d93cT d93eJ d93eK d93eP d93eS d93eT d93eY d990N d991J d991N d991P d994J d994K,
BR-PR-Ibaiti,1,50,de2M de2R de2V de8H de8M,
BR-PR-Ibema,1,75,d9a3T d9a3Z d9a9J d9a9K d9a9N d9a9P d9a9S d9a9Y d9acK,
BR-PR-Ibipora,1,75,dbd9P dbd9Y dbd9Z dbdbJ dbdbK dbdbN dbdbP dbdbY dbdcK dbdcS dbdcT dbdcY dbdeJ dbdeK dbdeN dbdeP dbdeS dbdeT dbdeY dbdeZ,
BR-PR-Icaraima,1,50,dadH dadM dadR dadV,
BR-PR-Iguaracu,1,75,dbc8T dbc8Y dbc8Z dbc9T dbcaJ dbcaN dbcaP dbcaY dbcaZ dbcbJ dbcbK dbcbN dbcbP dbcbS,
BR-PR-Iguatu,1,75,db00Z db01T db02N db02P db02Y db03J db03K db03S db03T,
BR-PR-Imbau,1,75,db5dK db5dN db5dP db5dS db5dT db5dY db5dZ db5eN db5fJ db5fK db5fN db5fP db5fY db5fZ de08K de08S de08T de0aJ de0aK de0aN de0aP de0aS,
BR-PR-Imbituva,1,50,d9fM d9fV dcaH dcaR,
BR-PR-InacioMartins,1,50,d9cV d9dH d9dR d9dV d9eM d9fH,
BR-PR-Inaja,1,75,dbb6Z dbbcJ dbbcK dbbcN dbbcP dbbcS dbbcT dbbcY dbbcZ dbbdK dbbdS dbbeJ dbbeK dbbeN dbbeP,
BR-PR-Indianopolis,1,75,db85T db85Z db87J db87K db87N db87P db87Y db87Z db8dN db92K db92S db92T,
BR-PR-Ipiranga,1,50,d9fV db5M dcaH dcaR dcaV de0H,
BR-PR-Ipora,1,50,da6M da6V da7H da7M da7R da7V,
BR-PR-IracemaOeste,1,75,da5dS da5dT da5dY da5dZ da5fJ da5fK da5fN da5fP da5fY,
BR-PR-Irati,1,50,d9dR d9dV d9fH d9fM dc8R dcaH,
BR-PR-Iretama,1,50,db1V db3M db4R db6H,
BR-PR-Itaguaje,1,75,dbbdY dbbdZ dbbfN dbbfP dbbfY dbbfZ dbe8J dbe8K dbe8P dbe8S dbe8T dbe8Y dbe8Z dbeaJ dbeaK dbeaP dbeaS dbeaT dbeaY,
BR-PR-Itaipulandia,1,75,d8e2Z d8e3T d8e3Z d8e6T d8e8N d8e8P d8e8Y d8e8Z d8e9J d8e9K d8e9N d8e9P d8e9S d8e9T d8e9Y d8eaN d8ecJ d8ecK,
BR-PR-Itambaraca,1,75,dea1N dea1P dea1S dea1T dea1Y dea1Z dea3J dea3N dea4J dea4K dea4S dea4T dea6J,
BR-PR-Itambe,1,75,db3fN db3fP db3fT db3fY db3fZ db6aK db6aS db6aT db95J db95K db95N db95P db95Y dbc0J dbc0K dbc0S,
BR-PR-ItapejaraOeste,1,75,d92fT d981Y d981Z d984N d984P d984S d984T d984Y d984Z d985J d985K d985S d985T d986J d986N d986P d986S d986Y d987J,
BR-PR-Itaperucu,1,75,dcb7P dcb7T dcb7Y dcb7Z dcbcP dcbcY dcbcZ dcbdJ dcbdK dcbdN dcbdP dcbdS dcbdT dcbdY dcbdZ dcbeN dcbeP dcbfJ dcbfK dcbfN dce2K dce2S dce2T dce2Y dce2Z,
BR-PR-ItaunaSul,1,75,dba9Y dba9Z dbacJ dbacK dbacN dbacP dbacS dbacT dbacY dbacZ,
BR-PR-Ivai,1,50,d9fV db5M dcaR,
BR-PR-Ivaipora,1,75,db4bP db4bS db4bT db4bY db4bZ db4eK db4eS db4eT db4eY db4eZ db4fS db4fT db61J db61K db61N db61P db61Y db64J db64K db64N db64P db64S db64Y db64Z db65J db65K db65S,
BR-PR-Ivate,1,75,dad5T dad6P dad6Y dad6Z dad7J dad7K dad7S dad7T dad7Z dadcN dadcP dadcT dadcY dadcZ daddJ daddK daddN daddP daddS daddT dadeJ dadeK dadeN dadeP dadeS dadfJ dadfK,
BR-PR-Ivatuba,1,75,db94K db94P db94S db94Y db94Z db95S db95T db97J,
