isolabel_ext,status,base_intlevel,cover,overlay
BR-PR-Jaboti,1,75,de2fP de2fT de2fY de2fZ de3aK de3aS de3aT de3aZ de85J de85N de90J,
BR-PR-Jacarezinho,1,50,de8V de9R debH,
BR-PR-Jaguapita,1,75,dbceP dbceT dbceY dbceZ dbcfK dbcfS dbcfT dbcfY dbcfZ dbe1N dbe1P dbe1Y dbe4J dbe4K dbe4N dbe4P dbe4S dbe4Y dbe4Z dbe5J dbe5K dbe5N dbe5S dbe5T dbe6N dbe6P dbe7J,
BR-PR-Jaguariaiva,1,50,de1M de1R de1V de3H de3M,
BR-PR-JandaiaSul,1,75,db6bZ db6eT dbc1K dbc1N dbc1P dbc1S dbc1Y dbc1Z dbc4J dbc4K dbc4S dbc4T dbc6J,
BR-PR-Janiopolis,1,75,db0eZ db24N db24P db24Y db24Z db25T db26N db26P db26S db26T db26Y db26Z db27J db27K db27N db27P db27S db27T db2cJ db2cN,
BR-PR-Japira,1,75,de2dZ de2fJ de2fK de2fN de2fP de2fS de2fT de2fY de2fZ de3aJ de85J de85K de85S de85T,
BR-PR-Japura,1,75,db92K db92P db92S db92T db92Y db92Z db93S db93T db98J db98N db98P db99J,
BR-PR-JardimAlegre,1,75,db4aT db4aZ db4bT db60J db60K db60N db60P db60S db60Y db60Z db61J db61K db61P db61S db61T db61Y db61Z db63J db63N db63P db64S db64T db64Y db64Z db66J db66N,
BR-PR-JardimOlinda,1,75,dbbfJ dbbfK dbbfN dbbfP dbbfS dbbfT dbbfY dbbfZ dbeaK dbeaS,
BR-PR-Jataizinho,1,75,dbdcP dbdcS dbdcT dbdcY dbdcZ dbddK dbddS dbddT dbdeJ dbdeK dbdeN dbdeP dbdeS dbdeY,
BR-PR-Jesuitas,1,75,da5cP da5cY da5cZ da5dK da5dP da5dS da5dT da5dY da5eN da5eP da5eY da5eZ da5fJ da5fK da5fP da5fS da5fT da5fY da5fZ da74N da75J,
BR-PR-JoaquimTavora,1,75,de90Z de91S de91T de91Z de92K de92N de92P de92S de92Y de92Z de93J de93K de93N de93P de93S de93T de93Y de93Z de98N de98P de98Y de99J de99K de99S,
BR-PR-JundiaiSul,1,75,de84Y de84Z de85S de85T de86N de86P de86Y de86Z de87J de87K de87N de87P de87S de87T de87Y de87Z de8cN de8dJ,
BR-PR-Juranda,1,75,db0bN db0bP db0bY db0bZ db0cS db0cT db0cY db0cZ db0dS db0dT db0eJ db0eK db0eN db0eP db0eS db0eT db0eY db0eZ db0fJ db0fK db0fS db0fT db0fY db0fZ db25J db25N,
BR-PR-Jussara,1,75,db3aY db3aZ db3bT db90N db90P db90Y db91J db91K db91P db91S db91T db91Y db91Z db93J db93N,
BR-PR-Kalore,1,75,db69K db69P db69S db69T db69Y db69Z db6bJ db6bN db6bP db6cS db6cT db6cZ db6eJ db6eK db6eN,
BR-PR-Lapa,1,50,dc8M dc8V dc9H dc9M dc9R dc9V,
BR-PR-Laranjal,1,50,d9aV d9bR db1H,
BR-PR-LaranjeirasSul,1,50,d99R d9bH d9bM d9bR d9bV,
BR-PR-Leopolis,1,75,dbdfS dbdfT dbdfY dbdfZ dbf5J dbf5N dbf5P dbf5Y dbf5Z dbf7N de8aT dea0J dea0K dea0N dea0P dea0S dea0T dea0Y dea0Z dea2J dea2K dea2N dea2P,
BR-PR-Lidianopolis,1,75,db61Z db63N db63P db63Y db63Z db64T db66J db66K db66N db66P db66S db66T db66Y db6cJ,
BR-PR-Lindoeste,1,75,d8f1Z d8f3N d8f3P d8f3Y d8f3Z d8f6J d8f6K d8f6N d8f6P d8f6S d8f6T d8f6Y d8f6Z d8f7S d8f9N d8f9P d8fcJ,
BR-PR-Loanda,1,50,dafM dbaH dbaM,
BR-PR-Lobato,1,75,dbb5N dbb5P dbb5Y dbb5Z dbb7K dbb7N dbb7P dbb7Y dbe0J dbe0K dbe0P dbe0S dbe0T dbe0Y dbe0Z dbe2J dbe2K dbe2N,
BR-PR-Londrina,1,50,db7R db7V dbdH dbdM dbdR dbdV,
BR-PR-Luiziana,1,50,db1R db1V db3H db3M,
BR-PR-Lunardelli,1,75,db60Z db61T db62N db62P db62Y db63J db63K db63N db63P db63S db63T db63Y db63Z db66T db69N,
BR-PR-Lupionopolis,1,75,dbe9N dbe9P dbe9Y dbe9Z dbecJ dbecK dbecS dbecT dbeeJ,
BR-PR-Mallet,1,50,d9dH d9dM d9dV dc8H,
BR-PR-Mambore,1,50,db0V db1R db2M db3H,
BR-PR-Mandaguacu,1,75,db97T db9cP db9cY db9dJ db9dK db9dN db9dP db9dS db9dT db9dY db9dZ db9fJ db9fN db9fP db9fY dbc8S dbc8T dbcaJ dbcaK dbcaS,
BR-PR-Mandaguari,1,75,dbc1K dbc1S dbc1T dbc1Y dbc1Z dbc3J dbc3K dbc3N dbc3P dbc3S dbc3T dbc3Y dbc3Z dbc4T dbc6J dbc6K dbc6S dbc6T dbc9J dbc9K dbc9N dbc9P dbccJ,
BR-PR-Mandirituba,1,75,dc95Z dc97N dc97P dcc0S dcc0T dcc0Z dcc2J dcc2K dcc2N dcc2P dcc2S dcc2T dcc2Y dcc2Z dcc3J dcc3K dcc3S dcc3T dcc8J dcc8K dcc8N dcc8P dcc8S,
BR-PR-Manfrinopolis,1,75,d87fP d87fT d87fY d87fZ d8d4N d8d4P d8d5J d8d5K d8d5N d8d5P d8d5S d8d5Y d92aK d92aS d92aT d980J,
BR-PR-Mangueirinha,1,50,d93R d93V d99H d99M d99V,
BR-PR-ManoelRibas,1,75,db43Z db49K db49N db49P db49S db49T db49Y db49Z db4aN db4bJ db4bK db4bN db4bP db4cJ db4cK db4cN db4cP db4cS db4cT db4cY db4cZ db4dJ db4dK db4dS db4dT db4eJ db4eK db4eN db4fJ,
BR-PR-MarechalCandidoRondon,1,50,da4M da4R da4V,
BR-PR-MariaHelena,1,75,dad5N dad5P dad5Y dad5Z dad7N dad7P dad7Y db2aZ db80J db80K db80N db80P db80S db80T db80Y db80Z db82J db82K db82N db82P db82S db82Y db83S,
BR-PR-Marialva,1,50,db9M dbcH dbcR,
BR-PR-MarilandiaSul,1,75,db6dZ db6fN db6fP db6fT db6fY db6fZ db78S db78T db78Y db78Z db79T db7aJ db7aK db7aN db7aP db7aS db7aT db7aY db7aZ db7bJ db7bK db7bS dbd0N dbd0P dbd0Y dbd1S,
BR-PR-Marilena,1,75,dba3S dba3T dba3Y dba3Z dba8Z dba9J dba9K dba9N dba9P dba9S dba9T dba9Y dba9Z dbaaN dbabJ dbabK dbabN dbabP,
BR-PR-Mariluz,1,75,da75Y da75Z da77N da77P da77Y da77Z db20T db22J db22K db22N db22P db22S db22T db22Y db22Z db28J db28K db28N db28P db28S db28Y db29J db29K db29S,
BR-PR-Maringa,1,50,db9M db9V dbcH dbcR,
BR-PR-Mariopolis,1,75,d92dN d92dP d92dY d932T d932Z d938J d938K d938N d938P d938S d938T d938Y d938Z d93aJ d93aN,
BR-PR-Maripa,1,75,da58P da58T da58Y da58Z da59J da59K da59S da59T da5aJ da5aK da5aN da5aP da5aS da5aY da5bJ da5bK da5bS,
BR-PR-Marmeleiro,1,75,d928N d928P d928T d928Y d928Z d929J d929K d929P d929S d929T d929Y d92aJ d92aN d92aP d92aY d92aZ d92bJ d92bK d92bP d92bS d92bT d92bY d92bZ d981N,
BR-PR-Marquinho,1,75,d9b3Y d9b6S d9b6T d9b6Y d9b9K d9b9N d9b9P d9b9S d9b9T d9b9Y d9b9Z d9bbN d9bbP d9bcJ d9bcK d9bcN d9bcP d9bcS d9bcT d9bcY d9bcZ d9bdK d9bdS d9bdT d9beJ d9beK d9beN d9beP d9bfJ,
BR-PR-Marumbi,1,75,db6bJ db6bK db6bN db6bP db6bS db6bY db6bZ db6eJ db6eK db6eN db6eP db6eS db6eT db6eY db6eZ dbc4J dbc4N,
BR-PR-Matelandia,1,50,d8cV d8dR d8eM d8eV d8fH d8fR,
BR-PR-Matinhos,1,75,dcd2Z dcd3K dcd3S dcd3T dcd3Y dcd3Z dcd8N dcd8P dcd9J dcd9K dcd9N dcd9P,
BR-PR-MatoRico,1,75,db11Z db13J db13N db13P db13Y db14T db14Y db14Z db15S db15T db16J db16K db16N db16P db16S db16T db16Y db16Z db17J db17K db17S db17T db1dJ,
BR-PR-MauaSerra,1,75,db78Y db78Z db79J db79K db79N db79P db79S db79T db79Y db7aN db7bJ,
BR-PR-Medianeira,1,75,d8e4Z d8e5T d8e5Z d8e6J d8e6K d8e6N d8e6P d8e6S d8e6T d8e6Y d8e6Z d8e7J d8e7K d8e7S d8e7T d8ecJ d8ecN d8edJ,
BR-PR-Mercedes,1,75,da49Z da4bN da4bP da4cS da4cT da4cY da4cZ da4eJ da4eK da4eN da4eP da4eS da4eY,
BR-PR-Mirador,1,75,db8cZ db8dT db8dZ db8eN db8eP db8fJ db8fK db8fN db8fP db8fS db8fT db8fY db8fZ dba5J,
BR-PR-Miraselva,1,75,dbe5K dbe5S dbe5T dbe6N dbe7J dbe7K dbe7N dbe7P,
BR-PR-Missal,1,75,d8e8Z d8e9P d8e9S d8e9T d8e9Y d8e9Z d8eaN d8ebJ d8ebN d8ecJ d8ecK d8ecN d8ecP d8ecS d8ecT d8ecY d8eeJ,
BR-PR-MoreiraSales,1,75,db22P db22Y db22Z db23K db23P db23S db23T db23Y db23Z db26K db26P db26S db26T db26Y db28N db29J db29K db29N db29P db29S db2cJ db2cN,
BR-PR-Morretes,1,50,dccV dcdR dceM,
BR-PR-MunhozMelo,1,75,dbcbK dbcbN dbcbP dbcbS dbcbT dbcbY dbcbZ dbceT dbe1N dbe1P dbe4J,
BR-PR-NossaSenhoraGracas,1,75,dbe0Z dbe1S dbe1T dbe1Z dbe2N dbe2P dbe3J dbe3K dbe3N dbe3P dbe3S dbe3T dbe3Y,
BR-PR-NovaAliancaIvai,1,75,db8fN db8fP db8fY db8fZ db9aJ db9aK db9aP db9aS db9aT db9aY db9aZ dbb0J,
BR-PR-NovaAmericaColina,1,75,dbd7Z dbddN dbddP dbddY dbddZ de82T de82Z de88J de88K de88N de88P de88S de88T,
BR-PR-NovaAurora,1,75,da56Z da57S da57T da57Z da5cN da5cP da5dJ da5dK da5dN da5dP da5dY da5dZ da5fN da5fZ db02T db08J db08K db08P db08S db08T db08Y db08Z db0aJ db0aK db0aN db0aP db0aS db0aT db0aY,
BR-PR-NovaCantu,1,75,db05Z db07N db07P db07Y db07Z db0dY db0dZ db10T db10Z db11T db12J db12K db12N db12P db12S db12T db12Y db12Z db13J db13K db13S db13T db18J db18K db18N db18P db18S db18T db18Y db19J,
BR-PR-NovaEsperanca,1,75,db99T db99Y db99Z db9bJ db9bK db9bN db9bP db9cT db9cZ db9eJ db9eK db9eN db9eP db9eS db9eT db9eY db9eZ db9fJ db9fK db9fS db9fT dbb4J dbb4K dbb4N dbb4P dbb4S dbb4Y dbb5J,
BR-PR-NovaEsperancaSudoeste,1,75,d8d5Z d8d7J d8d7K d8d7N d8d7P d8d7Y d980S d980T d982J d982K d982P d982S d982T d982Y d982Z d988J d988N,
BR-PR-NovaFatima,1,75,de82P de82S de82T de82Y de82Z de83K de83P de83S de83T de83Y de83Z de88J de88K de88N de88P de89J de89K de89N de89P,
BR-PR-NovaLaranjeiras,1,50,d9aM d9aV d9bH d9bR,
BR-PR-NovaLondrina,1,75,dba3Y dba3Z dba6K dba6P dba6S dba6T dba6Y dba6Z dba9N dba9P dba9Y dba9Z dbabN dbabP dbacJ dbacK dbacN dbacP dbacS dbacT,
BR-PR-NovaOlimpia,1,75,db82P db82Y db83K db83P db83S db83T db83Y db83Z db89J db89K db89N db89P,
BR-PR-NovaPrataIguacu,1,75,d8dcZ d8ddS d8ddT d8ddY d8ddZ d8deN d8deP d8deY d8deZ d8dfJ d8dfK d8dfN d8dfP d8dfS d8dfT d8dfY d8dfZ d8f5J d8f5N d98aK d98aS,
BR-PR-NovaSantaBarbara,1,75,dbd5P dbd5S dbd5Y dbd5Z de80K de80S de80T,
BR-PR-NovaSantaRosa,1,75,da4dT da4dY da4dZ da4eN da4eP da4fJ da4fK da4fN da4fP da4fY da58S da58T da5aJ da5aK da5aS,
BR-PR-NovaTebas,1,50,db1M db1V db3M db4H db4R db6H,
BR-PR-NovoItacolomi,1,75,db6cZ db6dT db6eN db6eP db6eY db6eZ db6fJ db6fK db6fS db6fT dbc4N dbc5J,
BR-PR-Ortigueira,1,50,db5R db5V db6M db7H db7M db7R db7V de0R de2H,
BR-PR-Ourizona,1,75,db91Z db93N db94T db96J db96K db96N db96P db96S db96T db96Y db96Z db97T db9cJ db9cN db9cP db9dJ db9dK,
BR-PR-OuroVerdeOeste,1,75,da45N da45P da45S da45T da45Y da45Z da47J da47N da47P da50J da50K da50P da50S da50T da50Y da50Z da52J,
BR-PR-Paicandu,1,75,db96N db96P db96Y db96Z db97J db97K db97P db97S db97T db97Y db97Z db9dJ,
BR-PR-Palmas,1,50,d93M d93V d96H d96M d96R d96V,
BR-PR-Palmeira,1,50,dc8V dc9R dcaM dcbH,
BR-PR-Palmital,1,50,d9bR d9bV db1H db1M,
BR-PR-Palotina,1,50,da4V da5R da6M da7H,
BR-PR-ParaisoNorte,1,75,db8dS db8dT db8dY db8dZ db8fN db8fP db98S db98T db98Y db98Z db9aJ db9aK db9aN db9aP db9aY,
BR-PR-Paranacity,1,75,dbb6K dbb6N dbb6P dbb6S dbb6Y dbb6Z dbb7J dbb7K dbb7N dbb7P dbb7S dbb7T dbb7Y dbb7Z dbbcN dbbcP dbbcY dbbdJ dbbdK dbbdN dbbdP dbbdS dbbdY,
BR-PR-Paranagua,1,50,dcdR dcdV dcfH dcfM,
BR-PR-Paranapoema,1,75,dbbcY dbbcZ dbbdS dbbdT dbbdY dbbdZ dbbeN dbbfJ dbbfK dbbfN dbbfP dbbfS dbeaJ dbeaK,
BR-PR-Paranavai,1,50,db8V db9R dbaM dbbH dbbR,
BR-PR-PatoBragado,1,75,da43P da43S da43T da43Y da43Z da46K da46S da46T da49J da49N da4cJ,
BR-PR-PatoBranco,1,50,d92V d93R d98M d99H,
BR-PR-PaulaFreitas,1,75,d97cS d97cT d97cY d97cZ d97dT d97dZ d97eJ d97eK d97eN d97eP d97eS d97eT d97eY d97eZ d97fJ d97fK d97fN d97fP d97fS d97fT d97fY d97fZ d9d4N d9d5J,
BR-PR-PauloFrontin,1,75,d97eZ d97fP d97fT d97fY d97fZ d9d4N d9d4P d9d4Y d9d5J d9d5K d9d5N d9d5P d9d5S d9d5Y d9d5Z dc2aK dc2aS dc2aT dc80J dc80K dc80S dc80T,
BR-PR-Peabiru,1,75,db33T db36T db36Y db36Z db38Z db39J db39K db39N db39P db39S db39T db39Y db39Z db3aN db3bJ db3bK db3bN db3cJ db3cK db3cN db3cP db3cS db3cT db3cY db3dJ db3dK,
BR-PR-Perobal,1,75,da77P da77Y da77Z da7cN da7cP da7cT da7cY da7cZ da7dJ da7dK da7dN da7dP da7dS da7dT da7dY da7dZ da7eJ da7eN da7fJ da7fN db22T db28J db28K db28S db28T,
BR-PR-Perola,1,75,da78Z da79K da79S da79T da79Y da79Z da7aN da7aP da7aY da7bJ da7bK da7bN da7bP da7bS da7bT da7bY dad1J,
BR-PR-PerolaOeste,1,75,d8d2J d8d2K d8d2N d8d2P d8d2S d8d2T d8d2Y d8d2Z d8d3J d8d3K d8d3S d8d3T d8d3Z d8d8J d8d8N d8d8P d8d9J,
BR-PR-Pien,1,75,dc3fJ dc3fK dc3fN dc3fP dc3fS dc3fT dc3fY dc3fZ dc6aK dc6aS dc6aT dc95J dc95K dc95N dc95P dc95S dc95T dcc0J,
BR-PR-Pinhais,1,75,dccbT dce1J dce1K dce1N dce1P dce1Y,
BR-PR-Pinhalao,1,75,de2dK de2dN de2dP de2dY de2dZ de2fN de2fP de32T de38J de38K de38N de38P de38S de38T de38Y de3aJ de3aK de3aS,
BR-PR-PinhalSaoBento,1,75,d8d4J d8d4K d8d4P d8d4S d8d4T d8d4Y d8d4Z d8d5K d8d5S,
BR-PR-Pinhao,1,50,d99V d9cH d9cM d9cR d9cV d9dH d9dR,
BR-PR-PiraiSul,1,50,de0M de0V de1H de1M de1R de1V de3H,
BR-PR-Piraquara,1,75,dccbT dccbY dccbZ dcceK dcceP dcceS dcceT dcceY dcceZ dce1J dce1N dce1P dce4J dce4K dce4N,
BR-PR-Pitanga,1,50,d9eR db1M db1V db4H db4M db4R db4V,
BR-PR-Pitangueiras,1,75,dbccT dbccZ dbceJ dbceK dbceN dbceP dbceS dbceY dbceZ dbcfJ dbcfK dbcfS,
BR-PR-PlanaltinaParana,1,75,db8bN db8bP db8bY db8bZ db8eJ db8eK db8eS db8eT dba1N dba1P dba1Y dba4J dba4K dba4P dba4S dba4T dba4Y dba4Z dba5S dba5T dba6J dba6N,
BR-PR-Planalto,1,75,d8d3T d8d3Z d8d8J d8d8K d8d8N d8d8P d8d8S d8d8Y d8d8Z d8d9J d8d9K d8d9N d8d9P d8d9S d8d9T d8d9Y d8d9Z d8dbN d8dcJ d8dcK,
BR-PR-PontaGrossa,1,50,dcaM dcaR dcaV dcbH dcbM dcbR dcbV,
BR-PR-PontalParana,1,75,dcd9J dcd9K dcd9N dcd9P dcd9S dcd9Y dcd9Z dcdbN dcdbP dcdcS dcdcT dcdeJ dcdeK dcdeN dcdeP,
BR-PR-Porecatu,1,75,dbe7T dbe7Z dbedJ dbedK dbedN dbedP dbedS dbedT dbedY dbedZ dbefJ dbefN dbf2T dbf8J dbf8K dbf8S dbf8T,
BR-PR-PortoAmazonas,1,75,dc9aJ dc9aK dc9aN dc9aP dc9aS dc9aY dc9aZ dc9bK dc9bP dc9bS dc9bT dc9bY dc9bZ dcb0N dcb1J dcb1N,
BR-PR-PortoBarreiro,1,75,d998Z d999S d999T d999Z d99aN d99aP d99bJ d99bK d99bN d99bP d99bS d99bT d99bY d99bZ d99cT d99eJ d99eK d99eS d99eT d9b1J d9b1N d9b4J,
BR-PR-PortoRico,1,75,daf7K daf7N daf7P daf7S daf7T daf7Y daf7Z dafdJ dafdN dafdP dba2K dba2S dba2T dba8J dba8K dba8S,
BR-PR-PortoVitoria,1,75,d978K d978P d978S d978T d978Y d978Z d979T d97aJ d97aK d97aN d97aP d97aS d97aY d97bJ d97bK,
BR-PR-PradoFerreira,1,75,dbe5J dbe5K dbe5N dbe5P dbe5S dbe5T dbe5Y dbe5Z dbf0K dbf0S dbf0T,
BR-PR-Pranchita,1,75,d8d0P d8d0T d8d0Y d8d0Z d8d1K d8d1S d8d1T d8d1Y d8d1Z d8d2J d8d2N d8d2P d8d3J d8d3K d8d3N d8d4T d8d6J,
BR-PR-PresidenteCasteloBranco,1,75,db9cP db9cT db9cY db9cZ db9dS db9dT db9eN db9fJ db9fK db9fN db9fP db9fS db9fY,
BR-PR-PrimeiroMaio,1,75,dbf1T dbf1Z dbf3J dbf3K dbf3N dbf3P dbf3S dbf3T dbf3Y dbf3Z dbf6J dbf6K dbf6N dbf6P dbf6S dbf6T dbf6Y dbf9J dbf9K dbf9N dbf9P dbfcJ,
BR-PR-Prudentopolis,1,50,d9dR d9eV d9fH d9fM d9fR d9fV db4M db5H,
BR-PR-QuartoCentenario,1,75,da5fZ da75N da75P db0aP db0aS db0aT db0aY db0aZ db0bK db0bS db0bT db20J db20K db20N db20P db20Y db21J db21K db21N db21S,
BR-PR-Quatigua,1,75,de90S de90T de90Y de90Z de91K de91S de91T de92N de93J,
BR-PR-QuatroBarras,1,75,dce1P dce1Y dce4J dce4K dce4N dce4P dce4S dce4T dce4Y dce4Z dce5S dce5T dce6N,
BR-PR-QuatroPontes,1,75,da47S da47T da47Y da47Z da4dJ da4dK da4dN da4dP da4dS da4dY da4dZ,
BR-PR-QuedasIguacu,1,50,d98R d98V d9aH d9aM,
BR-PR-QuerenciaNorte,1,50,dadR dadV dafH dafM dafV,
BR-PR-QuintaSol,1,75,db3cP db3cS db3cT db3cY db3cZ db3dK db3dS db3dT db3dZ db3eJ db3eN db3eP db3eY db3fJ db3fK db3fN db3fP db3fS db3fT db3fY db3fZ,
BR-PR-Quitandinha,1,75,dc94Z dc95K dc95N dc95P dc95S dc95T dc95Y dc95Z dc96J dc96K dc96N dc96P dc96Y dc97J dc97K dc97N dc97P dc97S dc97T dc97Y dc97Z dcc0J dcc0K dcc0S dcc0T dcc2K dcc2S dcc2T,
BR-PR-Ramilandia,1,75,d8ecN d8ecP d8ecS d8ecT d8ecY d8ecZ d8edJ d8edK d8edP d8edS d8edT d8edY d8edZ d8eeJ d8eeN d8efJ,
BR-PR-RanchoAlegre,1,75,dbdeS dbdeT dbdeY dbdeZ dbdfS dbdfT dbf4J dbf4K dbf4N dbf4P dbf4Y dbf4Z dbf5J dbf5K,
BR-PR-RanchoAlegreOeste,1,75,db0bK db0bS db0bT db0bY db0bZ db0eT db0eZ db21J db21N db21P db24J db24K db24N db24P db24S db24T db24Y db24Z db26J db26N,
BR-PR-Realeza,1,75,d8d6T d8d6Z d8d9N d8d9P d8d9Y d8d9Z d8dbN d8dbP d8dbY d8dcJ d8dcK d8dcN d8dcP d8dcS d8dcT d8dcY d8dcZ d8deJ d8deK d8deN d8deP d8deS d8deT d8deY,
BR-PR-Reboucas,1,75,d9ddT d9ddY d9ddZ d9dfJ d9dfK d9dfN d9dfP d9dfY dc82T dc82Z dc88J dc88K dc88N dc88P dc88S dc88T dc88Y dc88Z dc89J dc89K dc89S dc89T dc8aJ dc8aK dc8aN dc8aP dc8bJ dc8bK,
BR-PR-Renascenca,1,75,d929J d929K d929N d929P d929S d929T d929Y d929Z d92bJ d92bK d92bN d92bP d92bS d92bY d92bZ d92cK d92cS d92cT d92eJ d92eK d92eN d92eP d92eS d92eT d92eY d92eZ d981N d984J,
BR-PR-Reserva,1,50,db5H db5M db5R db5V,
BR-PR-ReservaIguacu,1,50,d99M d99V d9cH d9cR,
BR-PR-RibeiraoClaro,1,50,de9H de9M de9R de9V,
BR-PR-RibeiraoPinhal,1,75,de83N de83P de83Y de83Z de84S de84T de84Y de84Z de86J de86K de86N de86P de86S de86T de86Y de86Z de89K de89N de89P de89S de89T de89Y de89Z de8cJ de8cK de8cN,
BR-PR-RioAzul,1,50,d9dM d9dV dc8H dc8R,
BR-PR-RioBom,1,75,db6dT db6dZ db6fJ db6fK db6fN db6fP db6fS db6fT db6fY db6fZ db7aK,
BR-PR-RioBonitoIguacu,1,50,d98V d99R d9aM d9bH,
BR-PR-RioBrancoIvai,1,75,db4fK db4fN db4fP db4fS db4fT db4fY db4fZ db5aJ db5aK db5aN db5aP db5aS db5aT db5aY db5aZ db5bK db5bS db65J db65K db65N db65P db70J db70K db70N,
BR-PR-RioBrancoSul,1,50,dcbM dcbV dceH dceR dceV,
BR-PR-RioNegro,1,50,dc3R dc3V dc9H dc9M,
BR-PR-Rolandia,1,75,dbccZ dbcdJ dbcdK dbcdN dbcdP dbcdS dbcdT dbcdY dbcdZ dbceN dbceP dbcfJ dbcfK dbcfN dbcfP dbcfS dbcfY dbd8J dbd8K dbd8S dbd8T dbdaJ dbdaK dbdaS,
BR-PR-Roncador,1,50,db1H db1M db1R db1V,
BR-PR-Rondon,1,75,db81Z db83N db84S db84T db84Y db84Z db85T db86J db86K db86N db86P db86S db86T db86Y db86Z db87J db87K db87P db87S db87T db87Y db87Z db8cN db8dJ db8dK db8dN db8dP db8dS db8dY db98S,
BR-PR-RosarioIvai,1,75,db58Z db59T db5aN db5aP db5aY db5aZ db5bJ db5bK db5bN db5bP db5bS db5bT db5bY db5bZ db70J db70K db70N db70P db70S db70T db70Y db71J db71K db71N,
BR-PR-Sabaudia,1,75,dbc6T dbc6Z dbc9N dbccJ dbccK dbccN dbccP dbccS dbccT dbccY dbccZ dbcdJ dbcdK dbcdS dbcdT,
BR-PR-SalgadoFilho,1,75,d87eP d87eT d87eY d87eZ d87fK d87fP d87fS d87fT d87fY d87fZ d8d4J d8d4K d8d4N d8d4P d8d5J,
BR-PR-SaltoItarare,1,75,de3eS de3eT de3eZ de91N de91P de91Y de94J de94K de94N de94P de94S de94Y de94Z de95J de95S de95T de96N,
BR-PR-SaltoLontra,1,75,d8d7K d8d7P d8d7S d8d7T d8d7Y d8d7Z d8ddJ d8ddK d8ddN d8ddP d8ddS d8ddY d8ddZ d982S d982T d988J d988K d988N d988P d988S,
BR-PR-SantaAmelia,1,75,de89Y de89Z de8bN de8cS de8cT de8cY de8cZ de8eJ,
BR-PR-SantaCeciliaPavao,1,75,dbd5S dbd5T dbd5Y dbd5Z dbd6N dbd7J dbd7K dbd7N dbd7P de80T,
BR-PR-SantaCruzMonteCastelo,1,75,dadeN dadeP dadeY dadeZ dadfJ dadfK dadfN dadfP dadfS dadfT dadfY dadfZ daf4N daf5J daf5K daf5N daf5P daf5S daf5T daf5Y daf5Z daf7N daf7P dba0K dba0S dba0T dba2J,
BR-PR-SantaFe,1,75,dbcaY dbcaZ dbcbS dbcbT dbcbZ dbe0N dbe0P dbe0Y dbe0Z dbe1J dbe1K dbe1N dbe1P dbe1S dbe1T dbe1Y dbe2N,
BR-PR-SantaHelena,1,50,d8eR d8eV da4H da4M,
BR-PR-SantaInes,1,75,dbe2T dbe2Z dbe8J dbe8N dbe8P dbe8S dbe8T dbe8Y dbe8Z dbeaJ dbeaK dbeaN dbeaP,
BR-PR-SantaIsabelIvai,1,75,dadfN dadfP dadfY dadfZ daf5N daf5P db8aJ db8aK db8aN db8aP db8aS db8aT db8aY db8aZ dba0J dba0K dba0N dba0P dba0S dba0T dba0Y dba0Z,
BR-PR-SantaIzabelOeste,1,75,d8d6P d8d6Y d8d6Z d8d7J d8d7K d8d7N d8d7P d8d7S d8d7T d8dcN d8dcP d8dcY d8dcZ d8ddJ d8ddK d8ddN d8ddP d8ddS d8ddT d8deN d8dfJ,
BR-PR-SantaLucia,1,75,d8f1P d8f1Y d8f1Z d8f3N d8f4K d8f4P d8f4S d8f4T d8f4Y d8f4Z d8f6J d8f6N,
BR-PR-SantaMariana,1,75,de8aY de8aZ de8bJ de8bK de8bP de8bS de8bT de8bY de8bZ dea0N dea0P dea0Y dea0Z dea1J dea1K dea1N dea1P dea1S dea1T dea1Y dea2N dea2P dea3J dea3K,
BR-PR-SantaMariaOeste,1,50,d9bV d9eR d9eV db1M db4H,
BR-PR-SantaMonica,1,75,db8aK db8aN db8aP db8aY db8aZ db8bJ db8bK db8bP db8bS db8bT db8bY db8bZ dba0N dba0P dba1J dba1K dba1N,
BR-PR-SantanaItarare,1,75,de3bY de3cZ de3dT de3eJ de3eK de3eN de3eP de3eS de3eT de3eY de3eZ de3fJ de3fK de3fS de3fT de94N de95J,
BR-PR-SantaTerezaOeste,1,75,d8f9P d8f9Y d8f9Z d8fbK d8fbN d8fbP d8fbS d8fbT d8fbY d8fbZ d8fcJ d8fcK d8fcS d8fcT d8fcZ d8feJ d8feK d8feS d8feT da51N,
BR-PR-SantaTerezinhaItaipu,1,75,d8caS d8caT d8caY d8caZ d8cbS d8cbT d8e0J d8e0K d8e0N d8e0P d8e0S d8e0T d8e0Y d8e0Z d8e1J d8e1K d8e1S d8e2J d8e2N,
BR-PR-SantoAntonioCaiua,1,75,dbb9K dbb9P dbb9S dbb9T dbb9Y dbb9Z dbbbJ dbbbK dbbbN dbbbP dbbcK dbbcS dbbcT dbbeJ,
BR-PR-SantoAntonioParaiso,1,75,de2aZ de80K de80N de80P de80S de80T de80Y de80Z de82J de82K de82N de82P de82Y,
BR-PR-SantoAntonioPlatina,1,50,de8M de8V de9H de9R,
BR-PR-SantoAntonioSudoeste,1,75,d87bS d87bT d87bY d87bZ d87eT d8d1J d8d1K d8d1N d8d1P d8d1S d8d1Y d8d1Z d8d4J d8d4K d8d4S d8d4T,
